split,condition,file,scenario_seed,U,K,C,Cclu,Dcol,sensing_radius_m,cluster_populations,initial_budgets,workload_multiplier,energy_multiplier,slot_duration_s
robustness,grid_6,data/robustness/grid_6/scenario_007.npz,124007,3,50,36,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_008.npz,124008,3,50,36,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_009.npz,124009,3,50,36,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_010.npz,124010,3,50,36,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_011.npz,124011,3,50,36,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_012.npz,124012,3,50,36,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_013.npz,124013,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_014.npz,124014,3,50,36,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_015.npz,124015,3,50,36,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_016.npz,124016,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_017.npz,124017,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_018.npz,124018,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_019.npz,124019,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_020.npz,124020,3,50,36,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_021.npz,124021,3,50,36,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_022.npz,124022,3,50,36,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_023.npz,124023,3,50,36,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_024.npz,124024,3,50,36,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_025.npz,124025,3,50,36,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_026.npz,124026,3,50,36,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_027.npz,124027,3,50,36,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_028.npz,124028,3,50,36,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_029.npz,124029,3,50,36,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_030.npz,124030,3,50,36,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_031.npz,124031,3,50,36,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_032.npz,124032,3,50,36,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_033.npz,124033,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_034.npz,124034,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_035.npz,124035,3,50,36,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_036.npz,124036,3,50,36,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_037.npz,124037,3,50,36,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_038.npz,124038,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_039.npz,124039,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_000.npz,124000,3,50,100,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_001.npz,124001,3,50,100,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_002.npz,124002,3,50,100,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_003.npz,124003,3,50,100,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_004.npz,124004,3,50,100,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_005.npz,124005,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_006.npz,124006,3,50,100,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_007.npz,124007,3,50,100,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_008.npz,124008,3,50,100,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_009.npz,124009,3,50,100,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_010.npz,124010,3,50,100,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_011.npz,124011,3,50,100,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_012.npz,124012,3,50,100,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_013.npz,124013,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_014.npz,124014,3,50,100,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_015.npz,124015,3,50,100,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_016.npz,124016,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_017.npz,124017,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_018.npz,124018,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_019.npz,124019,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_020.npz,124020,3,50,100,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_021.npz,124021,3,50,100,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_022.npz,124022,3,50,100,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_023.npz,124023,3,50,100,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_024.npz,124024,3,50,100,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_025.npz,124025,3,50,100,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_026.npz,124026,3,50,100,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_027.npz,124027,3,50,100,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_028.npz,124028,3,50,100,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_029.npz,124029,3,50,100,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_030.npz,124030,3,50,100,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_031.npz,124031,3,50,100,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_032.npz,124032,3,50,100,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_033.npz,124033,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_034.npz,124034,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_035.npz,124035,3,50,100,4,8,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_036.npz,124036,3,50,100,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_037.npz,124037,3,50,100,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_038.npz,124038,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_10,data/robustness/grid_10/scenario_039.npz,124039,3,50,100,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_000.npz,124000,3,50,64,4,8,10.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_001.npz,124001,3,50,64,4,8,10.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_002.npz,124002,3,50,64,4,8,10.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_003.npz,124003,3,50,64,4,8,10.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_004.npz,124004,3,50,64,4,8,10.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_005.npz,124005,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_006.npz,124006,3,50,64,4,8,10.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_007.npz,124007,3,50,64,4,8,10.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_008.npz,124008,3,50,64,4,8,10.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_009.npz,124009,3,50,64,4,8,10.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_010.npz,124010,3,50,64,4,8,10.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_011.npz,124011,3,50,64,4,8,10.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_012.npz,124012,3,50,64,4,8,10.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_013.npz,124013,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_014.npz,124014,3,50,64,4,8,10.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_015.npz,124015,3,50,64,4,8,10.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_016.npz,124016,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_017.npz,124017,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_018.npz,124018,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_019.npz,124019,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_020.npz,124020,3,50,64,4,8,10.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_021.npz,124021,3,50,64,4,8,10.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_022.npz,124022,3,50,64,4,8,10.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_023.npz,124023,3,50,64,4,8,10.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_024.npz,124024,3,50,64,4,8,10.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_025.npz,124025,3,50,64,4,8,10.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_026.npz,124026,3,50,64,4,8,10.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_027.npz,124027,3,50,64,4,8,10.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_028.npz,124028,3,50,64,4,8,10.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_029.npz,124029,3,50,64,4,8,10.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_030.npz,124030,3,50,64,4,8,10.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_031.npz,124031,3,50,64,4,8,10.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_032.npz,124032,3,50,64,4,8,10.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_033.npz,124033,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_034.npz,124034,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_035.npz,124035,3,50,64,4,8,10.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_036.npz,124036,3,50,64,4,8,10.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_037.npz,124037,3,50,64,4,8,10.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_038.npz,124038,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_10m,data/robustness/sensing_10m/scenario_039.npz,124039,3,50,64,4,8,10.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_000.npz,124000,3,50,64,4,8,30.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_001.npz,124001,3,50,64,4,8,30.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_002.npz,124002,3,50,64,4,8,30.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_003.npz,124003,3,50,64,4,8,30.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_004.npz,124004,3,50,64,4,8,30.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_005.npz,124005,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_006.npz,124006,3,50,64,4,8,30.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_007.npz,124007,3,50,64,4,8,30.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_008.npz,124008,3,50,64,4,8,30.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_009.npz,124009,3,50,64,4,8,30.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_010.npz,124010,3,50,64,4,8,30.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_011.npz,124011,3,50,64,4,8,30.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_012.npz,124012,3,50,64,4,8,30.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_013.npz,124013,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_014.npz,124014,3,50,64,4,8,30.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_015.npz,124015,3,50,64,4,8,30.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_016.npz,124016,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_017.npz,124017,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_018.npz,124018,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_019.npz,124019,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_020.npz,124020,3,50,64,4,8,30.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_021.npz,124021,3,50,64,4,8,30.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_022.npz,124022,3,50,64,4,8,30.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_023.npz,124023,3,50,64,4,8,30.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_024.npz,124024,3,50,64,4,8,30.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_025.npz,124025,3,50,64,4,8,30.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_026.npz,124026,3,50,64,4,8,30.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_027.npz,124027,3,50,64,4,8,30.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_028.npz,124028,3,50,64,4,8,30.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_029.npz,124029,3,50,64,4,8,30.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_030.npz,124030,3,50,64,4,8,30.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_031.npz,124031,3,50,64,4,8,30.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_032.npz,124032,3,50,64,4,8,30.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_033.npz,124033,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_034.npz,124034,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_035.npz,124035,3,50,64,4,8,30.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_036.npz,124036,3,50,64,4,8,30.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_037.npz,124037,3,50,64,4,8,30.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_038.npz,124038,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,sensing_30m,data/robustness/sensing_30m/scenario_039.npz,124039,3,50,64,4,8,30.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_000.npz,124000,3,50,64,4,4,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_001.npz,124001,3,50,64,4,4,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_002.npz,124002,3,50,64,4,4,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_003.npz,124003,3,50,64,4,4,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_004.npz,124004,3,50,64,4,4,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_005.npz,124005,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_006.npz,124006,3,50,64,4,4,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_007.npz,124007,3,50,64,4,4,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_008.npz,124008,3,50,64,4,4,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_009.npz,124009,3,50,64,4,4,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_010.npz,124010,3,50,64,4,4,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_011.npz,124011,3,50,64,4,4,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_012.npz,124012,3,50,64,4,4,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_013.npz,124013,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_014.npz,124014,3,50,64,4,4,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_015.npz,124015,3,50,64,4,4,15.0,13;13;12;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_016.npz,124016,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_017.npz,124017,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_018.npz,124018,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,deadline_4,data/robustness/deadline_4/scenario_019.npz,124019,3,50,64,4,4,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
